sample	coverage	taxonomy
11_25_TCR_R1_paired	0.4	Root; d__Bacteria; p__Patescibacteriota; c__WWE3
11_25_TCR_R1_paired	3.22	Root; d__Bacteria; p__Patescibacteriota; c__Gracilibacteria
11_25_TCR_R1_paired	0.92	Root; d__Bacteria; p__Patescibacteriota; c__Dojkabacteria
11_25_TCR_R1_paired	0.43	Root; d__Bacteria; p__Desulfobacterota_D; c__UBA1144
11_25_TCR_R1_paired	4.4	Root; d__Bacteria; p__Spirochaetota; c__Spirochaetia
11_25_TCR_R1_paired	6.51	Root; d__Bacteria; p__Bacillota; c__Bacilli
11_25_TCR_R1_paired	0.06	Root; d__Bacteria; p__Bacillota; c__Dehalobacteriia
11_25_TCR_R1_paired	4.87	Root; d__Bacteria; p__Bacillota; c__Clostridia
11_25_TCR_R1_paired	0.89	Root; d__Bacteria; p__Bdellovibrionota_B; c__UBA2361
11_25_TCR_R1_paired	0.06	Root; d__Bacteria; p__Bdellovibrionota_B; c__Oligoflexia
11_25_TCR_R1_paired	0.4	Root; d__Bacteria; p__Calditrichota; c__Calditrichia
11_25_TCR_R1_paired	2.62	Root; d__Bacteria; p__Omnitrophota; c__Koll11
11_25_TCR_R1_paired	0.44	Root; d__Bacteria; p__Omnitrophota; c__Omnitrophia
11_25_TCR_R1_paired	3.46	Root; d__Bacteria; p__Desulfobacterota_B; c__Binatia
11_25_TCR_R1_paired	0.34	Root; d__Bacteria; p__Bdellovibrionota; c__UBA1018
11_25_TCR_R1_paired	0.28	Root; d__Bacteria; p__Hinthialibacterota; c__Hinthialibacteria
11_25_TCR_R1_paired	1.53	Root; d__Bacteria; p__Elusimicrobiota; c__Elusimicrobia
11_25_TCR_R1_paired	0.99	Root; d__Bacteria; p__Zixibacteria; c__MSB-5A5
11_25_TCR_R1_paired	0.28	Root; d__Bacteria; p__4484-113; c__4484-113
11_25_TCR_R1_paired	1.27	Root; d__Bacteria; p__Cyanobacteriota; c__Cyanobacteriia
11_25_TCR_R1_paired	1.25	Root; d__Bacteria; p__Cyanobacteriota; c__Vampirovibrionia
11_25_TCR_R1_paired	0.03	Root; d__Bacteria; p__UBA8248; c__UBA8248
11_25_TCR_R1_paired	0.17	Root; d__Bacteria; p__SAR324; c__SAR324
11_25_TCR_R1_paired	0.17	Root; d__Bacteria; p__Bdellovibrionota_G; c__JALEGL01
11_25_TCR_R1_paired	0.23	Root; d__Bacteria; p__Marinisomatota; c__Marinisomatia
11_25_TCR_R1_paired	0.53	Root; d__Bacteria; p__Nitrospirota; c__Nitrospiria
11_25_TCR_R1_paired	0.85	Root; d__Bacteria; p__Nitrospirota; c__Thermodesulfovibrionia
11_25_TCR_R1_paired	0.84	Root; d__Bacteria; p__Zhuqueibacterota; c__Zhuqueibacteria
11_25_TCR_R1_paired	1.07	Root; d__Bacteria; p__Bipolaricaulota; c__Bipolaricaulia
11_25_TCR_R1_paired	1.33	Root; d__Bacteria; p__UBA10199; c__UBA10199
11_25_TCR_R1_paired	0.57	Root; d__Bacteria; p__Latescibacterota; c__UBA2968
11_25_TCR_R1_paired	0.49	Root; d__Bacteria; p__Methylomirabilota; c__Methylomirabilia
11_25_TCR_R1_paired	1.04	Root; d__Bacteria; p__Sumerlaeota; c__Sumerlaeia
11_25_TCR_R1_paired	1.11	Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales
11_25_TCR_R1_paired	0.53	Root; d__Archaea; p__Thermoproteota; c__Bathyarchaeia; o__Bathyarchaeales
11_25_TCR_R1_paired	0.54	Root; d__Archaea; p__Thermoproteota; c__Thermoprotei_A; o__Sulfolobales
11_25_TCR_R1_paired	0.42	Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria_A; o__Caldarchaeales
11_25_TCR_R1_paired	11.02	Root; d__Archaea; p__Nanobdellota; c__Nanobdellia; o__Woesearchaeales
11_25_TCR_R1_paired	0.16	Root; d__Archaea; p__Nanobdellota; c__Nanobdellia; o__Pacearchaeales
11_25_TCR_R1_paired	1.21	Root; d__Archaea; p__Nanobdellota; c__Nanobdellia; o__SCGC-AAA011-G17
11_25_TCR_R1_paired	2.16	Root; d__Archaea; p__Halobacteriota; c__Halobacteria; o__Halobacteriales
11_25_TCR_R1_paired	0.95	Root; d__Archaea; p__Micrarchaeota; c__Micrarchaeia; o__Anstonellales
11_25_TCR_R1_paired	0.36	Root; d__Archaea; p__Asgardarchaeota; c__Lokiarchaeia; o__Sigynarchaeales
11_25_TCR_R1_paired	2.89	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Xanthomonadales
11_25_TCR_R1_paired	0.11	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Competibacterales
11_25_TCR_R1_paired	2.22	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Arenicellales
11_25_TCR_R1_paired	7.75	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales
11_25_TCR_R1_paired	6.02	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales
11_25_TCR_R1_paired	0.24	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Chromatiales
11_25_TCR_R1_paired	1.01	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Methylococcales
11_25_TCR_R1_paired	1.23	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Nevskiales
11_25_TCR_R1_paired	0.76	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Acidiferrobacterales
11_25_TCR_R1_paired	3.64	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales
11_25_TCR_R1_paired	1.15	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Nitrococcales
11_25_TCR_R1_paired	3.92	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodospirillales
11_25_TCR_R1_paired	1.68	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales
11_25_TCR_R1_paired	10.57	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales
11_25_TCR_R1_paired	1.17	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Caulobacterales
11_25_TCR_R1_paired	2.98	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Kiloniellales
11_25_TCR_R1_paired	0.54	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Micavibrionales
11_25_TCR_R1_paired	0.64	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__UBA828
11_25_TCR_R1_paired	1.17	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rickettsiales
11_25_TCR_R1_paired	0.61	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__UBA8366
11_25_TCR_R1_paired	0.12	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Dongiales
11_25_TCR_R1_paired	0.71	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__MPNO01
11_25_TCR_R1_paired	3.57	Root; d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Anaerolineales
11_25_TCR_R1_paired	0.06	Root; d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Promineifilales
11_25_TCR_R1_paired	2.14	Root; d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Aggregatilineales
11_25_TCR_R1_paired	0.46	Root; d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__4572-78
11_25_TCR_R1_paired	0.46	Root; d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__B4-G1
