sample	coverage	taxonomy
11_25_FSP_R1_paired	2.64	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Kiloniellales
11_25_FSP_R1_paired	0.97	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales
11_25_FSP_R1_paired	0.61	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__UBA8366
11_25_FSP_R1_paired	3.17	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodospirillales
11_25_FSP_R1_paired	0.28	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Micavibrionales
11_25_FSP_R1_paired	0.83	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__MPNO01
11_25_FSP_R1_paired	0.18	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__ATCC43930
11_25_FSP_R1_paired	0.06	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Azospirillales
11_25_FSP_R1_paired	0.16	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__UBA828
11_25_FSP_R1_paired	0.84	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rickettsiales
11_25_FSP_R1_paired	0.83	Root; d__Bacteria; p__Deinococcota; c__Deinococci; o__Deinococcales
11_25_FSP_R1_paired	10.98	Root; d__Bacteria; p__Patescibacteriota; c__Saccharimonadia; o__Saccharimonadales
11_25_FSP_R1_paired	1.84	Root; d__Bacteria; p__Patescibacteriota; c__Minisyncoccia; o__Moranbacterales
11_25_FSP_R1_paired	8.39	Root; d__Bacteria; p__Patescibacteriota; c__Minisyncoccia; o__UBA9973
11_25_FSP_R1_paired	0.56	Root; d__Bacteria; p__Patescibacteriota; c__Minisyncoccia; o__UBA6257
11_25_FSP_R1_paired	0.12	Root; d__Bacteria; p__Patescibacteriota; c__Microgenomatia; o__Levybacterales
11_25_FSP_R1_paired	0.6	Root; d__Bacteria; p__Patescibacteriota; c__Patescibacteriia; o__UBA9934
11_25_FSP_R1_paired	0.12	Root; d__Bacteria; p__Patescibacteriota; c__Gracilibacteria; o__CAIRYL01
11_25_FSP_R1_paired	5.14	Root; d__Bacteria; p__Actinomycetota; c__Acidimicrobiia; o__UBA5794
11_25_FSP_R1_paired	26.61	Root; d__Bacteria; p__Actinomycetota; c__Acidimicrobiia; o__Acidimicrobiales
11_25_FSP_R1_paired	1.18	Root; d__Bacteria; p__Actinomycetota; c__Acidimicrobiia; o__IMCC26256
11_25_FSP_R1_paired	13.32	Root; d__Bacteria; p__Actinomycetota; c__Nitriliruptoria; o__Nitriliruptorales
11_25_FSP_R1_paired	7.12	Root; d__Bacteria; p__Actinomycetota; c__Nitriliruptoria; o__Euzebyales
11_25_FSP_R1_paired	1.81	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Propionibacteriales
11_25_FSP_R1_paired	0.78	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Streptomycetales
11_25_FSP_R1_paired	8.05	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales
11_25_FSP_R1_paired	13.99	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Actinomycetales
11_25_FSP_R1_paired	0.73	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__S36-B12
11_25_FSP_R1_paired	1.13	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Gaiellales
11_25_FSP_R1_paired	2.31	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales
11_25_FSP_R1_paired	0.58	Root; d__Bacteria; p__Actinomycetota; c__Coriobacteriia; o__Coriobacteriales
11_25_FSP_R1_paired	0.44	Root; d__Bacteria; p__Actinomycetota; c__Coriobacteriia; o__Anaerosomatales
11_25_FSP_R1_paired	0.24	Root; d__Bacteria; p__Actinomycetota; c__UBA4738; o__UBA4738
11_25_FSP_R1_paired	17.1	Root; d__Bacteria; p__Bacteroidota_A; c__Rhodothermia; o__Rhodothermales
11_25_FSP_R1_paired	0.23	Root; d__Bacteria; p__Bacteroidota_A; c__Rhodothermia; o__Balneolales
11_25_FSP_R1_paired	0.23	Root; d__Bacteria; p__Bacteroidota_A; c__Ignavibacteria; o__Ignavibacteriales
11_25_FSP_R1_paired	1.22	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiia; o__Verrucomicrobiales
11_25_FSP_R1_paired	8.83	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiia; o__Chthoniobacterales
11_25_FSP_R1_paired	1.99	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiia; o__Opitutales
11_25_FSP_R1_paired	1.69	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiia; o__Limisphaerales
11_25_FSP_R1_paired	0.4	Root; d__Bacteria; p__Verrucomicrobiota; c__Kiritimatiellia; o__UBA8416
11_25_FSP_R1_paired	0.42	Root; d__Bacteria; p__Verrucomicrobiota; c__Lentisphaeria; o__JABSQK01
11_25_FSP_R1_paired	1.71	Root; d__Bacteria; p__Cyanobacteriota; c__Cyanobacteriia; o__Cyanobacteriales
11_25_FSP_R1_paired	0.06	Root; d__Bacteria; p__Cyanobacteriota; c__Vampirovibrionia; o__Obscuribacterales
11_25_FSP_R1_paired	9.0	Root; d__Bacteria; p__Acidobacteriota; c__Thermoanaerobaculia; o__Multivoradales
11_25_FSP_R1_paired	0.36	Root; d__Bacteria; p__Acidobacteriota; c__Thermoanaerobaculia; o__Thermoanaerobaculales
11_25_FSP_R1_paired	0.43	Root; d__Bacteria; p__Acidobacteriota; c__Thermoanaerobaculia; o__UBA5066
11_25_FSP_R1_paired	0.37	Root; d__Bacteria; p__Acidobacteriota; c__Thermoanaerobaculia; o__Gp7-AA8
11_25_FSP_R1_paired	3.24	Root; d__Bacteria; p__Acidobacteriota; c__Polarisedimenticolia; o__Polarisedimenticolales
11_25_FSP_R1_paired	0.14	Root; d__Bacteria; p__Acidobacteriota; c__Polarisedimenticolia; o__Gp22-AA2
11_25_FSP_R1_paired	0.17	Root; d__Bacteria; p__Acidobacteriota; c__UBA890; o__UBA890
11_25_FSP_R1_paired	2.66	Root; d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales
11_25_FSP_R1_paired	0.49	Root; d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Marinacidobacterales
11_25_FSP_R1_paired	0.82	Root; d__Bacteria; p__Acidobacteriota; c__UBA6911; o__RPQK01
11_25_FSP_R1_paired	0.66	Root; d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__Bryobacterales
11_25_FSP_R1_paired	0.98	Root; d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__Terriglobales
11_25_FSP_R1_paired	1.01	Root; d__Bacteria; p__Nitrospirota; c__Nitrospiria; o__Nitrospirales
