sample	coverage	taxonomy
25_12_LLN_R1_paired	0.32	Root; d__Archaea; p__Thermoplasmatota; c__Poseidoniia; o__Poseidoniales
25_12_LLN_R1_paired	1.68	Root; d__Archaea; p__Halobacteriota; c__Halobacteria; o__Halobacteriales
25_12_LLN_R1_paired	0.41	Root; d__Archaea; p__Halobacteriota; c__Methanosarcinia; o__Methanosarcinales
25_12_LLN_R1_paired	0.42	Root; d__Archaea; p__Methanobacteriota; c__Methanococci; o__Methanococcales
25_12_LLN_R1_paired	0.05	Root; d__Archaea; p__Methanobacteriota; c__Methanobacteria; o__Methanobacteriales
25_12_LLN_R1_paired	0.37	Root; d__Archaea; p__Iainarchaeota; c__Iainarchaeia; o__Iainarchaeales
25_12_LLN_R1_paired	7.81	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales
25_12_LLN_R1_paired	16.87	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales
25_12_LLN_R1_paired	3.98	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales
25_12_LLN_R1_paired	3.57	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales
25_12_LLN_R1_paired	0.46	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__J057
25_12_LLN_R1_paired	0.37	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__NS11-12g
25_12_LLN_R1_paired	0.42	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__AKYH767-A
25_12_LLN_R1_paired	0.6	Root; d__Bacteria; p__Zixibacteria; c__MSB-5A5; o__GN15
25_12_LLN_R1_paired	0.72	Root; d__Bacteria; p__Zixibacteria; c__MSB-5A5; o__WJJR01
25_12_LLN_R1_paired	0.15	Root; d__Bacteria; p__Zixibacteria; c__MSB-5A5; o__JAABVY01
25_12_LLN_R1_paired	12.91	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales
25_12_LLN_R1_paired	0.52	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales
25_12_LLN_R1_paired	0.11	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Pelagibacterales
25_12_LLN_R1_paired	3.48	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rickettsiales
25_12_LLN_R1_paired	1.63	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Caulobacterales
25_12_LLN_R1_paired	4.52	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodospirillales
25_12_LLN_R1_paired	1.56	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Kiloniellales
25_12_LLN_R1_paired	0.55	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Micavibrionales
25_12_LLN_R1_paired	0.28	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Puniceispirillales
25_12_LLN_R1_paired	1.22	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__UBA8366
25_12_LLN_R1_paired	0.28	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__MPNO01
25_12_LLN_R1_paired	0.32	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__UBA9655
25_12_LLN_R1_paired	0.23	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rs-D84
25_12_LLN_R1_paired	10.79	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales
25_12_LLN_R1_paired	5.01	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Xanthomonadales
25_12_LLN_R1_paired	0.28	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__SAR86
25_12_LLN_R1_paired	0.75	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Chromatiales
25_12_LLN_R1_paired	0.46	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Nitrosococcales
25_12_LLN_R1_paired	2.49	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales
25_12_LLN_R1_paired	1.45	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Nevskiales
25_12_LLN_R1_paired	0.28	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Competibacterales
25_12_LLN_R1_paired	0.62	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Nitrococcales
25_12_LLN_R1_paired	1.56	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Arenicellales
25_12_LLN_R1_paired	5.8	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales
25_12_LLN_R1_paired	0.12	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Eutrophobiales
25_12_LLN_R1_paired	1.38	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Methylococcales
25_12_LLN_R1_paired	3.0	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Acidiferrobacterales
