sample	coverage	taxonomy
10_25_MPT_R1_paired	0.11	Root; d__Bacteria; p__Chloroflexota; c__Limnocylindria; o__Limnocylindrales
10_25_MPT_R1_paired	0.89	Root; d__Bacteria; p__Chloroflexota; c__Chloroflexia; o__Thermomicrobiales
10_25_MPT_R1_paired	0.4	Root; d__Bacteria; p__Chloroflexota; c__Chloroflexia; o__Chloroflexales
10_25_MPT_R1_paired	2.35	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Arenicellales
10_25_MPT_R1_paired	10.85	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales
10_25_MPT_R1_paired	0.59	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Chromatiales
10_25_MPT_R1_paired	1.63	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Acidiferrobacterales
10_25_MPT_R1_paired	4.0	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Xanthomonadales
10_25_MPT_R1_paired	5.93	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales
10_25_MPT_R1_paired	0.17	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Eutrophobiales
10_25_MPT_R1_paired	3.5	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales
10_25_MPT_R1_paired	0.78	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Competibacterales
10_25_MPT_R1_paired	0.72	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Nitrococcales
10_25_MPT_R1_paired	0.12	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Francisellales
10_25_MPT_R1_paired	1.32	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Methylococcales
10_25_MPT_R1_paired	1.63	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Nevskiales
10_25_MPT_R1_paired	7.2	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales
10_25_MPT_R1_paired	0.89	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Caulobacterales
10_25_MPT_R1_paired	0.99	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__MPNO01
10_25_MPT_R1_paired	1.11	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Kiloniellales
10_25_MPT_R1_paired	1.25	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__UBA8366
10_25_MPT_R1_paired	3.65	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rickettsiales
10_25_MPT_R1_paired	0.21	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Micavibrionales
10_25_MPT_R1_paired	0.4	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales
10_25_MPT_R1_paired	2.47	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodospirillales
10_25_MPT_R1_paired	0.06	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__UBA828
10_25_MPT_R1_paired	0.06	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__ATCC43930
10_25_MPT_R1_paired	1.92	Root; d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Phycisphaerales
10_25_MPT_R1_paired	1.75	Root; d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__UBA1845
10_25_MPT_R1_paired	0.86	Root; d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Sedimentisphaerales
10_25_MPT_R1_paired	8.38	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Pirellulales
10_25_MPT_R1_paired	0.06	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Gemmatales
10_25_MPT_R1_paired	1.12	Root; d__Bacteria; p__Planctomycetota; c__UBA1135; o__UBA1135
10_25_MPT_R1_paired	0.47	Root; d__Bacteria; p__Planctomycetota; c__UBA1135; o__UBA2386
10_25_MPT_R1_paired	0.86	Root; d__Bacteria; p__Planctomycetota; c__J058; o__J058
10_25_MPT_R1_paired	0.06	Root; d__Bacteria; p__Planctomycetota; c__JAJSAM01; o__JAKLKS01
10_25_MPT_R1_paired	0.56	Root; d__Bacteria; p__Planctomycetota; c__B15-G4; o__B15-G4
10_25_MPT_R1_paired	1.29	Root; d__Bacteria; p__Planctomycetota; c__UBA8108; o__UBA8108
10_25_MPT_R1_paired	0.8	Root; d__Bacteria; p__Planctomycetota; c__UBA8108; o__UBA1146
10_25_MPT_R1_paired	0.44	Root; d__Bacteria; p__Planctomycetota; c__PLA2; o__PLA2
10_25_MPT_R1_paired	0.42	Root; d__Bacteria; p__Planctomycetota; c__GCA-002687715; o__GCA-002687715
10_25_MPT_R1_paired	0.38	Root; d__Bacteria; p__Planctomycetota; c__SZUA-567; o__SZUA-567
10_25_MPT_R1_paired	0.38	Root; d__Bacteria; p__Planctomycetota; c__JACOTG01; o__JACOTG01
10_25_MPT_R1_paired	2.12	Root; d__Bacteria; p__Bacillota; c__Clostridia; o__Christensenellales
10_25_MPT_R1_paired	1.87	Root; d__Bacteria; p__Bacillota; c__Clostridia; o__Oscillospirales
10_25_MPT_R1_paired	0.42	Root; d__Bacteria; p__Bacillota; c__Clostridia; o__Tissierellales
10_25_MPT_R1_paired	0.23	Root; d__Bacteria; p__Bacillota; c__Clostridia; o__Lachnospirales
10_25_MPT_R1_paired	0.41	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Bacillales_G
10_25_MPT_R1_paired	0.4	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Bacillales_E
10_25_MPT_R1_paired	5.15	Root; d__Bacteria; p__Actinomycetota; c__Acidimicrobiia; o__UBA5794
10_25_MPT_R1_paired	11.97	Root; d__Bacteria; p__Actinomycetota; c__Acidimicrobiia; o__Acidimicrobiales
10_25_MPT_R1_paired	1.07	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales
10_25_MPT_R1_paired	0.44	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Gaiellales
10_25_MPT_R1_paired	0.64	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Propionibacteriales
10_25_MPT_R1_paired	3.07	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Actinomycetales
10_25_MPT_R1_paired	0.45	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Streptomycetales
10_25_MPT_R1_paired	1.64	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales
10_25_MPT_R1_paired	0.41	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__S36-B12
10_25_MPT_R1_paired	1.43	Root; d__Bacteria; p__Actinomycetota; c__Nitriliruptoria; o__Euzebyales
10_25_MPT_R1_paired	1.24	Root; d__Bacteria; p__Actinomycetota; c__Nitriliruptoria; o__Nitriliruptorales
10_25_MPT_R1_paired	0.48	Root; d__Bacteria; p__Actinomycetota; c__Coriobacteriia; o__Anaerosomatales
10_25_MPT_R1_paired	12.21	Root; d__Bacteria; p__Bacteroidota_A; c__Rhodothermia; o__Rhodothermales
10_25_MPT_R1_paired	0.07	Root; d__Bacteria; p__Bacteroidota_A; c__Rhodothermia; o__Balneolales
10_25_MPT_R1_paired	0.7	Root; d__Bacteria; p__Bacteroidota_A; c__Ignavibacteria; o__Ignavibacteriales
10_25_MPT_R1_paired	7.48	Root; d__Bacteria; p__Acidobacteriota; c__Thermoanaerobaculia; o__Multivoradales
10_25_MPT_R1_paired	0.37	Root; d__Bacteria; p__Acidobacteriota; c__Thermoanaerobaculia; o__Thermoanaerobaculales
10_25_MPT_R1_paired	0.13	Root; d__Bacteria; p__Acidobacteriota; c__Thermoanaerobaculia; o__UBA5066
10_25_MPT_R1_paired	0.4	Root; d__Bacteria; p__Acidobacteriota; c__UBA890; o__UBA890
10_25_MPT_R1_paired	0.11	Root; d__Bacteria; p__Acidobacteriota; c__Polarisedimenticolia; o__Gp22-AA2
10_25_MPT_R1_paired	3.47	Root; d__Bacteria; p__Acidobacteriota; c__Polarisedimenticolia; o__Polarisedimenticolales
10_25_MPT_R1_paired	1.59	Root; d__Bacteria; p__Acidobacteriota; c__UBA6911; o__RPQK01
10_25_MPT_R1_paired	0.38	Root; d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Marinacidobacterales
10_25_MPT_R1_paired	3.13	Root; d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales
10_25_MPT_R1_paired	0.06	Root; d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Fen-336
10_25_MPT_R1_paired	0.06	Root; d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__Bryobacterales
10_25_MPT_R1_paired	0.81	Root; d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__Terriglobales
10_25_MPT_R1_paired	1.05	Root; d__Bacteria; p__Myxococcota; c__Polyangia; o__GCA-2747355
10_25_MPT_R1_paired	3.54	Root; d__Bacteria; p__Myxococcota; c__Polyangia; o__Polyangiales
10_25_MPT_R1_paired	0.71	Root; d__Bacteria; p__Myxococcota; c__Polyangia; o__Haliangiales
10_25_MPT_R1_paired	0.65	Root; d__Bacteria; p__Myxococcota; c__Polyangia; o__Palsa-1104
10_25_MPT_R1_paired	0.52	Root; d__Bacteria; p__Myxococcota; c__Polyangia; o__HGW-17
10_25_MPT_R1_paired	1.53	Root; d__Bacteria; p__Myxococcota; c__UBA796; o__UBA796
10_25_MPT_R1_paired	0.24	Root; d__Bacteria; p__Myxococcota; c__UBA796; o__UBA9615
10_25_MPT_R1_paired	0.78	Root; d__Bacteria; p__Myxococcota; c__Myxococcia; o__Myxococcales
10_25_MPT_R1_paired	1.68	Root; d__Bacteria; p__Myxococcota; c__XYA12-FULL-58-9; o__XYA12-FULL-58-9
10_25_MPT_R1_paired	1.09	Root; d__Bacteria; p__Myxococcota; c__UBA727; o__UBA727
10_25_MPT_R1_paired	0.32	Root; d__Bacteria; p__Myxococcota; c__UBA9042; o__PHBI01
10_25_MPT_R1_paired	0.44	Root; d__Bacteria; p__Myxococcota; c__Bradymonadia; o__Bradymonadales
10_25_MPT_R1_paired	7.46	Root; d__Bacteria; p__Myxococcota_A; c__UBA9160; o__UBA9160
10_25_MPT_R1_paired	0.45	Root; d__Bacteria; p__Patescibacteriota; c__Patescibacteriia; o__Patescibacteriales
10_25_MPT_R1_paired	6.96	Root; d__Bacteria; p__Patescibacteriota; c__Minisyncoccia; o__UBA9973
10_25_MPT_R1_paired	0.39	Root; d__Bacteria; p__Patescibacteriota; c__Minisyncoccia; o__Moranbacterales
10_25_MPT_R1_paired	0.66	Root; d__Bacteria; p__Patescibacteriota; c__Microgenomatia; o__UBA1400
10_25_MPT_R1_paired	0.52	Root; d__Bacteria; p__Patescibacteriota; c__Gracilibacteria; o__UBA1369
10_25_MPT_R1_paired	10.35	Root; d__Bacteria; p__Patescibacteriota; c__Saccharimonadia; o__Saccharimonadales
10_25_MPT_R1_paired	4.86	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales
10_25_MPT_R1_paired	1.99	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales
10_25_MPT_R1_paired	2.22	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales
10_25_MPT_R1_paired	5.09	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales
10_25_MPT_R1_paired	0.63	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__J057
10_25_MPT_R1_paired	0.47	Root; d__Bacteria; p__Krumholzibacteriota; c__Krumholzibacteriia; o__WVZY01
10_25_MPT_R1_paired	0.28	Root; d__Bacteria; p__Margulisbacteria; c__Marinamargulisbacteria; o__GCA-2716485
10_25_MPT_R1_paired	0.61	Root; d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Longimicrobiales
10_25_MPT_R1_paired	0.44	Root; d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales
10_25_MPT_R1_paired	0.35	Root; d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Palauibacterales
10_25_MPT_R1_paired	0.15	Root; d__Bacteria; p__Deinococcota; c__Deinococci; o__Deinococcales
10_25_MPT_R1_paired	1.17	Root; d__Bacteria; p__Omnitrophota; c__Koll11; o__Zapsychrales
10_25_MPT_R1_paired	0.18	Root; d__Bacteria; p__Omnitrophota; c__Koll11; o__2-02-FULL-51-18
10_25_MPT_R1_paired	0.42	Root; d__Bacteria; p__Omnitrophota; c__Omnitrophia; o__Omnitrophales
